	RP	SYMBOL	Entrez RNA	RNA Type	Species	Protein	Entrez Protein	Protein Type	Species	Confidence
9611871	RP09611885	SLC2A1	6513	mRNA	Homo sapiens	HNRNPL	3191.0	TF	Homo sapiens	0.7311
9613805	RP09613819	E2F4	1874	mRNA	Homo sapiens	TCF4	6925.0	TF	Homo sapiens	0.8982
9618644	RP09618658	AHR	196	mRNA	Homo sapiens	TP53	7157.0	TF	Homo sapiens	0.8808
9619502	RP09619516	TMEM54	113452	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9620119	RP09620133	HIF1A	3091	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9620213	RP09620227	FOS	2353	mRNA	Homo sapiens	ELAVL4	1996.0	protein	Homo sapiens	0.7311
9620503	RP09620517	H2AFZ	3015	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9620741	RP09620755	DAZAP1	26528	mRNA	Homo sapiens	FXR2	9513.0	TF	Homo sapiens	0.7155
9622838	RP09622852	TP53	7157	mRNA	Homo sapiens	MDM2	4193.0	TF	Homo sapiens	0.8808
9623189	RP09623203	IGF2	3481	mRNA	Homo sapiens	IMP3	55272.0	protein	Homo sapiens	0.8808
9623245	RP09623259	HIST2H2AA3	8337	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9624391	RP09624405	GLRB	2743	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9624647	RP09624661	E2F4	1874	mRNA	Homo sapiens	CTNNB1	1499.0	TF	Homo sapiens	0.8982
9625125	RP09625139	ADRA2C	152	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9629102	RP09629116	STK32C	282974	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9629972	RP09629986	SLC2A1	6513	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.9526
9630608	RP09630622	OAZ2	4947	mRNA	Homo sapiens	CPEB4	80315.0	protein	Homo sapiens	0.8808
9631953	RP09631967	TGFB1	7040	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.8808
9633009	RP09633023	VEGFA	7422	mRNA	Homo sapiens	PAIP2	51247.0	protein	Homo sapiens	0.9526
9636509	RP09636523	PTGS2	5743	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.8808
9637788	RP09637802	TP53	7157	mRNA	Homo sapiens	ZNF385A	25946.0	protein	Homo sapiens	0.9933
9639256	RP09639271	VEGFA	7422	mRNA	Homo sapiens	CSAD	51380.0	protein	Homo sapiens	0.8982
9640191	RP09640206	COMMD5	28991	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9641976	RP09641991	H1FNT	341567	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9656136	RP09656151	BIRC3	330.0	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.9526
9656730	RP09656745	NEFL	4747.0	mRNA	Homo sapiens	SOD1	6647.0	protein	Homo sapiens	0.9526
9657994	RP09658009	PGM5	5239.0	mRNA	Homo sapiens	TP53	7157.0	TF	Homo sapiens	0.8808
9658633	RP09658648	BCL2	596.0	mRNA	Homo sapiens	EIF4E	1977.0	protein	Homo sapiens	0.8808
9658854	RP09658869	SPP1	6696.0	mRNA	Homo sapiens	EEF1A1	1915.0	protein	Homo sapiens	0.9526
9659101	RP09659116	APP	351.0	mRNA	Homo sapiens	ACO1	48.0	protein	Homo sapiens	0.8808
9659181	RP09659196	PGF	5228.0	mRNA	Homo sapiens	ATF6B	1388.0	protein	Homo sapiens	0.8808
9662108	RP09662123	TSPAN3	10099.0	mRNA	Homo sapiens	FXR2	9513.0	TF	Homo sapiens	0.7155
9662143	RP09662158	IL2	3558.0	mRNA	Homo sapiens	NCL	4691.0	protein	Homo sapiens	0.9526
9664481	RP09664496	SNAI2	6591.0	mRNA	Homo sapiens	IMP3	55272.0	protein	Homo sapiens	0.8808
9666388	RP09666403	BCL2	596.0	mRNA	Homo sapiens	LARP1	23367.0	protein	Homo sapiens	0.9526
9667896	RP09667911	FTL	2512.0	mRNA	Homo sapiens	IREB2	3658.0	protein	Homo sapiens	0.7311
9672760	RP09672775	IL3	3562.0	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.7311
9674078	RP09674093	HIST1H2AJ	8331.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9674592	RP09674607	COL1A2	1278.0	mRNA	Homo sapiens	LARP6	55323.0	protein	Homo sapiens	0.8808
9674728	RP09674743	HBA2	3040.0	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.8808
9678714	RP09678729	IGF2	3481.0	mRNA	Homo sapiens	HM13	81502.0	protein	Homo sapiens	0.9933
9679613	RP09679628	MAPK4	5596.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9680608	RP09680623	HOXB8	3218.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9681155	RP09681170	ATF3	467.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9687845	RP09687860	SRP14	6727.0	mRNA	Homo sapiens	SRP9	6726.0	protein	Homo sapiens	0.7311
9687871	RP09687886	CXCL8	3576.0	mRNA	Homo sapiens	TIAL1	7073.0	RBP	Homo sapiens	0.8808
9692089	RP09692104	IL2	3558.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9692986	RP09693002	HIST1H3E	8353.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9693081	RP09693097	TP53	7157.0	mRNA	Homo sapiens	RBM38	55544.0	protein	Homo sapiens	0.9933
9697315	RP09697331	VIM	7431.0	mRNA	Homo sapiens	MKNK1	8569.0	protein	Homo sapiens	0.8808
9699783	RP09699799	H3F3C	440093.0	mRNA	Homo sapiens	EIF3A	8661.0	RBP	Homo sapiens	0.7311
9701819	RP09701835	MOB2	81532.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9702595	RP09702611	ND6	4541.0	mRNA	Homo sapiens	KIAA0391	9692.0	protein	Homo sapiens	0.8808
9706235	RP09706253	RPS27	6232.0	mRNA	Homo sapiens	CPEB4	80315.0	protein	Homo sapiens	0.8808
9706971	RP09706989	TGFB1	7040.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9708305	RP09708323	ND5	4540.0	mRNA	Homo sapiens	PTCD2	79810.0	protein	Homo sapiens	0.8808
9711531	RP09711549	MYLK	4638.0	mRNA	Homo sapiens	IGHE	3497.0	protein	Homo sapiens	0.8808
9713018	RP09713036	BCL2	596.0	mRNA	Homo sapiens	HNRNPA2B1	3181.0	RBP	Homo sapiens	0.9526
9714027	RP09714045	CDKN1A	1026.0	mRNA	Homo sapiens	DND1	373863.0	protein	Homo sapiens	0.7311
9714269	RP09714287	HIPK2	28996.0	mRNA	Homo sapiens	PDCD4	27250.0	protein	Homo sapiens	0.9526
9714651	RP09714669	CAMK2A	815.0	mRNA	Homo sapiens	CPEB1	64506.0	protein	Homo sapiens	0.9526
9716838	RP09716856	IL6	3569.0	mRNA	Homo sapiens	IRF7	3665.0	protein	Homo sapiens	0.7311
9717376	RP09717394	CEBPB	1051.0	mRNA	Homo sapiens	CELF1	10658.0	protein	Homo sapiens	0.8808
9717537	RP09717555	CRP	1401.0	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.982
9717687	RP09717705	PTGS2	5743.0	mRNA	Homo sapiens	CELF2	10659.0	RBP	Homo sapiens	0.9999
9719823	RP09719841	NOS2	4843.0	mRNA	Homo sapiens	KHSRP	8570.0	RBP	Homo sapiens	0.8808
9720828	RP09720846	PTGS2	5743.0	mRNA	Homo sapiens	HNRNPA1	3178.0	RBP	Homo sapiens	0.7311
9721734	RP09721752	CDKN1A	1026	mRNA	Homo sapiens	PCBP4	57060.0	protein	Homo sapiens	0.9933
9725054	RP09725072	SCCPDH	51097	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9726792	RP09726810	SMIM12	113444	mRNA	Homo sapiens	FXR2	9513.0	TF	Homo sapiens	0.7155
9727740	RP09727758	ACO2	50	mRNA	Homo sapiens	IREB2	3658.0	protein	Homo sapiens	0.8808
9727741	RP09727759	ORC4	5000	mRNA	Homo sapiens	CPEB4	80315.0	protein	Homo sapiens	0.8808
9727874	RP09727892	DMRT2	10655	mRNA	Homo sapiens	TERT	7015.0	protein	Homo sapiens	0.8808
9729896	RP09729914	GAPDH	2597	mRNA	Homo sapiens	SH2D3A	10045.0	protein	Homo sapiens	0.9526
9730264	RP09730282	RRAGC	64121	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9731427	RP09731445	CEBPA	1050	mRNA	Homo sapiens	CALR	811.0	protein	Homo sapiens	0.8808
9731825	RP09731843	MAPT	4137	mRNA	Homo sapiens	IGF2BP2	10644.0	RBP	Homo sapiens	0.8808
9737382	RP09737402	CDKN2AIPNL	91368	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9740334	RP09740354	MSR1	4481	mRNA	Homo sapiens	DDX5	1655.0	TF	Homo sapiens	0.8808
9740481	RP09740501	MYCN	4613	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.9912
9744055	RP09744076	OGDH	4967	mRNA	Homo sapiens	CLUH	23277.0	protein	Homo sapiens	0.982
9745119	RP09745140	MXI1	4601	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.7155
9745837	RP09745858	MAD2L1	4085	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9747223	RP09747244	ATP6AP2	10159	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.982
9747987	RP09748008	OAS3	4940	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9751363	RP09751384	IGF2	3481	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.8808
9754473	RP09754494	CSF2	1437	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9756483	RP09756504	MYCN	4613	mRNA	Homo sapiens	ELAVL4	1996.0	protein	Homo sapiens	0.9912
9763018	RP09763040	COL1A1	1277	mRNA	Homo sapiens	LARP6	55323.0	protein	Homo sapiens	0.982
9766893	RP09766915	ND5	4540	mRNA	Homo sapiens	TRMT10C	54931.0	protein	Homo sapiens	0.8808
9770365	RP09770387	PTH	5741	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9771009	RP09771031	CSF2	1437	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.9526
9771448	RP09771470	SAMD1	90378	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9780170	RP09780194	MAPT	4137	mRNA	Homo sapiens	IGF2BP1	10642.0	RBP	Homo sapiens	0.8808
9782024	RP09782048	FGF9	2254	mRNA	Homo sapiens	FUBP3	8939.0	RBP	Homo sapiens	0.9975
9787359	RP09787383	NPY4R	5540.0	mRNA	Homo sapiens	RO60	6738.0	RBP	Homo sapiens	0.8808
9787470	RP09787494	HIST1H2BI	8346.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9787589	RP09787613	DCHS2	54798.0	mRNA	Homo sapiens	MATR3	9782.0	protein	Homo sapiens	0.9526
9790141	RP09790165	CASP2	835.0	mRNA	Homo sapiens	RBM5	10181.0	RBP	Homo sapiens	0.7311
9790217	RP09790241	SP8	221833.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9790236	RP09790260	EIF4A3	9775.0	mRNA	Homo sapiens	EIF3A	8661.0	RBP	Homo sapiens	0.7311
9795062	RP09795086	CAV1	857.0	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9797421	RP09797446	ID1	3397.0	mRNA	Homo sapiens	ELAVL2	1993.0	protein	Homo sapiens	0.8808
9798169	RP09798194	CCNB1	891.0	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.9933
9798310	RP09798335	VEGFA	7422.0	mRNA	Homo sapiens	RBM3	5935.0	protein	Homo sapiens	0.8808
9799443	RP09799468	IFNG	3458.0	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.9933
9799802	RP09799827	PFDN2	5202.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9801974	RP09801999	IGFBP2	3485.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9802051	RP09802076	H1FOO	132243.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9802275	RP09802300	MAPK3	5595.0	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9804623	RP09804648	ENPP1	5167.0	mRNA	Homo sapiens	HSPA4	3308.0	protein	Homo sapiens	0.7311
9805283	RP09805308	SPIRE2	84501.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9805725	RP09805750	VEGFA	7422.0	mRNA	Homo sapiens	ELAVL3	1995.0	RBP	Homo sapiens	0.7704
9806248	RP09806273	COL1A1	1277.0	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.7311
9808003	RP09808029	SPHK1	8877.0	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.9526
9813050	RP09813076	THBS1	7057.0	mRNA	Homo sapiens	NOL7	51406.0	protein	Homo sapiens	0.9933
9813992	RP09814018	H2BFWT	158983.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9816025	RP09816051	CEBPA	1050.0	mRNA	Homo sapiens	CELF1	10658.0	protein	Homo sapiens	0.8808
9817729	RP09817755	BAG1	573.0	mRNA	Homo sapiens	IL17A	3605.0	protein	Homo sapiens	0.8808
9823468	RP09823494	ZFP30	22835.0	mRNA	Homo sapiens	MATR3	9782.0	protein	Homo sapiens	0.9526
9824659	RP09824685	SRA1	10011.0	mRNA	Homo sapiens	SPEN	23013.0	protein	Homo sapiens	0.9526
9825595	RP09825621	COL2A1	1280.0	mRNA	Homo sapiens	TIA1	7072.0	RBP	Homo sapiens	0.7311
9825866	RP09825892	MR1	3140.0	mRNA	Homo sapiens	TGFB1	7040.0	protein	Homo sapiens	0.7311
9829977	RP09830003	TP53	7157.0	mRNA	Homo sapiens	MSI1	4440.0	protein	Homo sapiens	0.9526
9833616	RP09833642	EFEMP2	30008.0	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9835337	RP09835363	EIF4E	1977.0	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9418
9835704	RP09835730	CYP2A6	1548.0	mRNA	Homo sapiens	HNRNPA1	3178.0	RBP	Homo sapiens	0.8808
9839020	RP09839046	HMCES	56941.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9840113	RP09840139	FBXO24	26261.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9844233	RP09844259	AR	367.0	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.982
9848002	RP09848028	TWIST1	7291.0	mRNA	Homo sapiens	HDAC5	10014.0	protein	Homo sapiens	0.8982
9851067	RP09851094	TNF	7124.0	mRNA	Homo sapiens	HSPB1	3315.0	protein	Homo sapiens	0.9526
9854122	RP09854149	MSRB2	22921	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9854475	RP09854502	CTNNB1	1499	mRNA	Homo sapiens	CPEB2	132864.0	protein	Homo sapiens	0.9526
9854848	RP09854875	HIPK1	204851	mRNA	Homo sapiens	HIPK2	28996.0	protein	Homo sapiens	0.9526
9855559	RP09855586	MFAP2	4237	mRNA	Homo sapiens	SRP54	6729.0	protein	Homo sapiens	0.8808
9855640	RP09855667	SLC10A3	8273	mRNA	Homo sapiens	RPP25	54913.0	protein	Homo sapiens	0.8808
9857085	RP09857112	PTGS2	5743	mRNA	Homo sapiens	FBP1	2203.0	protein	Homo sapiens	0.9933
9860147	RP09860174	ZFY	7544	mRNA	Homo sapiens	HNRNPU	3192.0	RBP	Homo sapiens	0.8808
9860698	RP09860725	MYC	4609	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9933
9863417	RP09863444	BAG1	573	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.9526
9863483	RP09863510	HIST1H2BB	3018	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9863607	RP09863634	IGF2	3481	mRNA	Homo sapiens	IGF2BP2	10644.0	RBP	Homo sapiens	0.9975
9864160	RP09864187	MKNK2	2872	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.7155
9865752	RP09865779	SIAH1	6477	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9865917	RP09865944	MYCN	4613	mRNA	Homo sapiens	ZMAT3	64393.0	protein	Homo sapiens	0.9526
9866572	RP09866599	TP53	7157	mRNA	Homo sapiens	TYMS	7298.0	protein	Homo sapiens	0.7311
9867450	RP09867477	RRNAD1	51093	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9867540	RP09867567	KMT2A	4297	mRNA	Homo sapiens	AVEN	57099.0	protein	Homo sapiens	0.8808
9870708	RP09870735	REN	5972	mRNA	Homo sapiens	PCBP1	5093.0	protein	Homo sapiens	0.9526
9873962	RP09873989	RREB1	6239	mRNA	Homo sapiens	MATR3	9782.0	protein	Homo sapiens	0.9526
9874697	RP09874724	NFKBIE	4794	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9876842	RP09876869	MYC	4609	mRNA	Homo sapiens	ELAVL3	1995.0	RBP	Homo sapiens	0.7311
9879827	RP09879854	RTN2	6253	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9879941	RP09879968	H3F3C	440093	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9881200	RP09881227	BAX	581	mRNA	Homo sapiens	TP53	7157.0	TF	Homo sapiens	0.9526
9884442	RP09884469	ING2	3622	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9884997	RP09885024	MVP	9961	mRNA	Homo sapiens	SSB	6741.0	RBP	Homo sapiens	0.9526
9885582	RP09885609	GXYLT1	283464	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9886700	RP09886727	ADRA2B	151	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.9933
9886723	RP09886750	FOXO6	100132074	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9887846	RP09887873	PICK1	9463	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9891320	RP09891347	PRUNE2	158471	mRNA	Homo sapiens	ADAR	103.0	RBP	Homo sapiens	0.9543
9896543	RP09896570	matK	22242424	mRNA	Homo sapiens	TIAL1	7073.0	RBP	Homo sapiens	0.9912
9896765	RP09896792	HBB	3043	mRNA	Homo sapiens	PABPN1	8106.0	protein	Homo sapiens	0.8982
9898052	RP09898079	C11orf68	83638	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9902777	RP09902804	AGTRAP	57085	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9903672	RP09903699	IL3	3562	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.7311
9909488	RP09909516	TFRC	7037	mRNA	Homo sapiens	ACO1	48.0	protein	Homo sapiens	0.8808
9913187	RP09913215	ATP6AP2	10159	mRNA	Homo sapiens	NCL	4691.0	protein	Homo sapiens	0.982
9914945	RP09914973	GBA	2629	mRNA	Homo sapiens	ILF3	3609.0	RBP	Homo sapiens	0.982
9915041	RP09915069	IFI16	3428	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9918646	RP09918674	MRPS12	6183.0	mRNA	Homo sapiens	TRAP1	10131.0	protein	Homo sapiens	0.982
9919764	RP09919792	FTL	2512.0	mRNA	Homo sapiens	ACO1	48.0	protein	Homo sapiens	0.7311
9921746	RP09921774	APOB	338.0	mRNA	Homo sapiens	CELF2	10659.0	RBP	Homo sapiens	0.9526
9922224	RP09922252	NOS2	4843.0	mRNA	Homo sapiens	HNRNPL	3191.0	TF	Homo sapiens	0.9526
9924741	RP09924769	TNNT2	7139.0	mRNA	Homo sapiens	SRSF5	6430.0	protein	Homo sapiens	0.7311
9926879	RP09926907	MEX3D	399664.0	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9927366	RP09927394	CPSF4	10898.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9928623	RP09928651	MBD2	8932.0	mRNA	Homo sapiens	FXR2	9513.0	TF	Homo sapiens	0.7155
9929244	RP09929272	TNF	7124.0	mRNA	Homo sapiens	IRAK2	3656.0	protein	Homo sapiens	0.9526
9930490	RP09930518	PSMB6	5694.0	mRNA	Homo sapiens	APOBEC3H	164668.0	protein	Homo sapiens	0.9526
9933010	RP09933038	ESR2	2100.0	mRNA	Homo sapiens	LAMA1	284217.0	protein	Homo sapiens	0.7311
9933922	RP09933950	TUNAR	100507043.0	mRNA	Homo sapiens	HNRNPK	3190.0	RBP	Homo sapiens	0.9526
9939346	RP09939375	NOL8	55035.0	mRNA	Homo sapiens	MATR3	9782.0	protein	Homo sapiens	0.9526
9941611	RP09941640	IL1RN	3557.0	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.9526
9945349	RP09945378	LINC00473	90632.0	mRNA	Homo sapiens	EWSR1	2130.0	RBP	Homo sapiens	0.7311
9945757	RP09945786	STAR	6770.0	mRNA	Homo sapiens	AKAP1	8165.0	protein	Homo sapiens	0.982
9949473	RP09949502	OCLN	100506658.0	mRNA	Homo sapiens	CELF1	10658.0	protein	Homo sapiens	0.9933
9955220	RP09955249	IGF2	3481.0	mRNA	Homo sapiens	RELB	5971.0	TF	Homo sapiens	0.8808
9955996	RP09956025	TAF5L	27097.0	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9957352	RP09957381	NANOG	79923.0	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.8808
9957641	RP09957670	TNF	7124.0	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.8808
9957660	RP09957689	CCL11	6356.0	mRNA	Homo sapiens	ELAVL1	1994.0	RBP	Homo sapiens	0.9418
9959214	RP09959243	TFRC	7037.0	mRNA	Homo sapiens	ZFP36	7538.0	RBP	Homo sapiens	0.9768
9961207	RP09961236	CDKN1A	1026.0	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.9526
9961741	RP09961770	TNF	7124.0	mRNA	Homo sapiens	HNRNPU	3192.0	RBP	Homo sapiens	0.8808
9962704	RP09962733	HIST1H3G	8355.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9963863	RP09963892	HIST1H2AL	8332.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9965784	RP09965813	DDX5	1655.0	mRNA	Homo sapiens	CTCF	10664.0	TF	Homo sapiens	0.9967
9970665	RP09970694	H2AFB2	474381.0	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9972000	RP09972029	UBE2M	9040.0	mRNA	Homo sapiens	DGCR8	54487.0	RBP	Homo sapiens	0.7155
9973182	RP09973211	DLL4	54567.0	mRNA	Homo sapiens	ZFP36L1	677.0	protein	Homo sapiens	0.9933
9974854	RP09974883	BCL2L1	598.0	mRNA	Homo sapiens	RBM25	58517.0	protein	Homo sapiens	0.982
9976388	RP09976417	ARC	23237.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.9418
9976697	RP09976726	PRDX2	7001.0	mRNA	Homo sapiens	PABPN1	8106.0	protein	Homo sapiens	0.8808
9977180	RP09977209	G3BP1	10146.0	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.9933
9981380	RP09981409	DGAT1	8694.0	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9984615	RP09984644	H2BFM	286436	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9933
9988064	RP09988093	ATP6AP2	10159	mRNA	Homo sapiens	YBX1	4904.0	TF	Homo sapiens	0.982
9989294	RP09989323	XIAP	331	mRNA	Homo sapiens	MDM2	4193.0	TF	Homo sapiens	0.8808
9991815	RP09991845	TFPT	29844	mRNA	Homo sapiens	FMR1	2332.0	RBP	Homo sapiens	0.7155
9991905	RP09991935	FBXO24	26261	mRNA	Homo sapiens	AGO2	27161.0	TF	Homo sapiens	0.9526
9992002	RP09992032	MVP	9961	mRNA	Homo sapiens	TEP1	7011.0	protein	Homo sapiens	0.7311
9992073	RP09992103	SRP68	6730	mRNA	Homo sapiens	FXR1	8087.0	TF	Homo sapiens	0.7155
9996002	RP09996032	PCK2	5106	mRNA	Homo sapiens	HNRNPD	3184.0	RBP	Homo sapiens	0.982
9998502	RP09998532	ND6	4541	mRNA	Homo sapiens	PTCD2	79810.0	protein	Homo sapiens	0.8808
9998959	RP09998989	KRAS	3845	mRNA	Homo sapiens	HM13	81502.0	protein	Homo sapiens	0.9526
10000529	RP10000559	CDKN1B	1027	mRNA	Homo sapiens	HNRNPA0	10949	protein	Homo sapiens	0.8808
10000781	RP10000811	HNRNPD	3184	mRNA	Homo sapiens	CDKN2A	1029	protein	Homo sapiens	0.7311
10001330	RP10001361	CYTB	4519	mRNA	Homo sapiens	ELAC2	60528	protein	Homo sapiens	0.8808
10004679	RP10004710	Bbu297_A20	8319337	mRNA	Homo sapiens	RC3H1	149041	RBP	Homo sapiens	0.9768
10005558	RP10005589	JUND	3727	mRNA	Homo sapiens	HNRNPD	3184	RBP	Homo sapiens	0.9846
10006436	RP10006467	PLAUR	5329	mRNA	Homo sapiens	ZFP36	7538	RBP	Homo sapiens	0.982
10006639	RP10006670	MOS	4342	mRNA	Homo sapiens	CELF1	10658	protein	Homo sapiens	0.8808
10012028	RP10012059	COL1A1	1277	mRNA	Homo sapiens	PCBP2	5094	RBP	Homo sapiens	0.7311
10012324	RP10012355	SERPINE1	5054	mRNA	Homo sapiens	TP53	7157	TF	Homo sapiens	0.8808
10015072	RP10015103	NUDT6	11162	mRNA	Homo sapiens	FGF7	2252	protein	Homo sapiens	0.8808
10015217	RP10015248	CCDC107	203260	mRNA	Homo sapiens	FMR1	2332	RBP	Homo sapiens	0.7155
10016479	RP10016510	HIST4H4	121504	mRNA	Homo sapiens	SLBP	7884	RBP	Homo sapiens	0.9933
10018233	RP10018264	VEGFA	7422	mRNA	Homo sapiens	ILF3	3609	RBP	Homo sapiens	0.9526
10019271	RP10019302	WFDC1	58189	mRNA	Homo sapiens	PABPN1	8106	protein	Homo sapiens	0.8982
10021030	RP10021061	CXCL8	3576	mRNA	Homo sapiens	ZFP36	7538	RBP	Homo sapiens	0.7311
10021275	RP10021306	CDKN1B	1027	mRNA	Homo sapiens	MSI1	4440	protein	Homo sapiens	0.9526
